wdid,spectype,teff,Dteff,logg,Dlogg
SDSS J114144.95+123508.2,DA,11496.0,720.0,7.8,0.25
SDSS J114146.50+134444.3,DA,8041.0,298.0,8.5,0.26
SDSS J114150.12+453539.5,DA,11704.0,1000.0,6.99,0.5
SDSS J114151.59+374750.0,DC,8899.0,,8.22,
SDSS J114151.77+395854.7,DB,14669.0,,6.95,
SDSS J114152.02+572001.2,DAH,10000.0,1000.0,7.5,0.5
SDSS J114157.58+461726.8,DC,,,,
SDSS J114159.81+100404.6,DA:,10188.0,503.0,8.21,0.55
SDSS J114202.03+385537.4,DA,8577.0,,8.009,
SDSS J114202.03+465726.6,DA,8142.0,,7.858,
SDSS J114202.49+121805.5,DA,3891.0,,7.242,
SDSS J114203.45+344842.0,DA,,,,
SDSS J114207.79+470736.2,DC,,,,
SDSS J114209.12+165447.8,DA:,6561.0,202.0,6.78,0.58
SDSS J114209.25+332007.1,DA,21401.0,909.0,7.75,0.196
SDSS J114209.56+110438.6,DZ,10424.0,341.0,8.0795,
SDSS J114210.96+394542.1,DA,17000.0,,8.158,
SDSS J114214.75+673919.5,DA:,7760.0,,7.187,
SDSS J114219.20-022919.7,DA,94737.0,6767.0,6.11,0.487
SDSS J114221.89+220145.5,DA,15338.0,,7.723,
SDSS J114222.33+374834.0,DC:,6802.0,,8.611,
SDSS J114224.71+301153.4,DA:,7302.0,181.0,8.105,0.31
SDSS J114227.69+093614.6,DA,9628.0,355.0,7.95,0.59
SDSS J114230.02+283822.7,DA,8201.0,131.0,7.399,0.2269999999999999
SDSS J114231.72+153845.1,DA,5719.0,42.0,8.115,0.032
SDSS J114232.46+155533.3,DA,8287.0,160.0,7.02,0.27
SDSS J114234.05+192018.3,DA,17556.0,,8.183,
SDSS J114238.68+572747.2,DB,18788.0,,8.45,
SDSS J114238.83+494447.9,DA,6642.0,,8.007,
SDSS J114240.02+133426.8,DA:,9657.0,659.0,6.7,0.81
SDSS J114245.54+173844.9,DA,14719.0,,7.809,
SDSS J114246.46+205222.1,DBH:,12435.0,,8.505,
SDSS J114250.21+001435.0,DA,8398.0,172.0,4.97,0.99
SDSS J114250.49+472110.1,DA+M,,,,
SDSS J114255.54+283017.4,DA,7675.0,152.0,6.961,0.325
SDSS J114256.66+035207.9,DQ,7702.0,234.0,7.7202,
SDSS J114300.65+390707.7,DA,16337.0,100.0,7.91,0.05
SDSS J114302.13+581147.7,DA,8500.0,,8.516,
SDSS J114302.40+161555.4,DA,9973.0,135.0,8.8,0.12
SDSS J114303.47+532357.4,DA,6726.0,,8.147,
SDSS J114303.50+670224.8,DA,32079.0,546.0,7.69,0.12
SDSS J114303.83+361843.8,DA,10977.0,,7.499,
SDSS J114313.07+593929.4,DA,7470.0,,8.27,
SDSS J114314.62+164754.9,DA,20683.0,,7.851,
SDSS J114315.18+611416.6,DA,8696.0,,7.816,
SDSS J114316.31+605820.4,DA:,6746.0,,7.454,
SDSS J114316.62+435151.3,DA,7086.0,,7.04,
SDSS J114316.63+173148.2,DA,13488.0,,8.718,
SDSS J114318.33+145324.3,DA,13119.0,,7.496,
SDSS J114319.65+532649.2,DA:,10165.0,668.0,8.0,1.0
SDSS J114322.57+423637.7,DC,,,,
SDSS J114326.89+291216.5,DA,12469.0,,7.836,
SDSS J114328.16+134502.5,DA,12811.0,,7.948,
SDSS J114331.94+740508.4,DB,14037.0,681.0,8.039,0.071
SDSS J114333.46+661532.0,DZH-PEC,5713.0,,8.226,
SDSS J114333.68+180930.4,DA,22035.0,,7.58,
SDSS J114334.03+355438.4,DA,7991.0,,7.874,
SDSS J114339.16+192855.3,DZ,7845.0,198.0,8.1097,
SDSS J114341.50-021215.7,DA,9062.0,178.0,7.41,0.28
SDSS J114342.84+405312.5,DA,6715.0,56.0,8.123,0.031
SDSS J114343.50+511557.7,DA,18157.0,,7.951,
SDSS J114344.82+632209.5,DA,18462.0,,8.022,
SDSS J114345.38+553208.3,DA,11800.0,,8.432,
SDSS J114345.79+311749.2,DA,9605.0,,8.167,
SDSS J114346.12+300237.3,DA,7353.0,,8.241,
SDSS J114348.09+483636.8,DA,14192.0,,8.388,
SDSS J114356.86+052334.3,DB/He-sdB,11890.0,,6.05,
SDSS J114402.10+310926.1,DA,40475.0,1118.0,7.61,0.13
SDSS J114402.34+325911.7,DZ,7324.0,289.0,7.9776,
SDSS J114402.74+153613.0,DAZ,6930.0,52.0,5.7,0.41
SDSS J114404.74+052951.6,DA,18288.0,,7.553,
SDSS J114408.05+372007.8,DZ,7280.0,196.0,7.768,0.36
SDSS J114413.20+310853.7,DA,7116.0,,7.244,
SDSS J114413.41+585721.4,DA:,9099.0,541.0,8.0,1.0
SDSS J114414.77+613642.9,DA,10404.0,,7.751,
SDSS J114416.16+134943.5,DA,8724.0,82.0,7.25,0.18
SDSS J114416.75+365725.3,DA,8616.0,,7.781,
SDSS J114419.42+365746.9,DC,,,,
SDSS J114422.81+512647.4,DA,8292.0,,7.523,
SDSS J114427.02+582927.9,DA,20639.0,904.0,7.83,0.287
SDSS J114427.72+305759.5,DA,12992.0,,8.252,
SDSS J114428.02+470917.8,DA,11788.0,,8.007,
SDSS J114428.49+143146.3,DB,19240.0,,8.13,
SDSS J114428.65+142813.6,DC,10128.0,,8.383,
SDSS J114432.12+320949.8,DC,,,,
SDSS J114432.16+345738.3,DA,6510.0,,7.915,
SDSS J114437.16+512752.3,DC:,6493.0,,8.213,
SDSS J114438.32+293330.6,DA,27036.0,,8.553,
SDSS J114440.71+335450.4,DA,14070.0,393.0,7.97,0.076
SDSS J114440.86+454903.2,DA,10550.0,345.0,6.182,0.281
SDSS J114441.65+171716.4,DAH,19289.93374941349,785.6090789238635,8.353510015076454,0.0675731975030303
SDSS J114441.92+121829.2,DZ,5345.0,16.0,8.011,0.014
SDSS J114444.99+351643.4,DA,8701.0,,7.593,
SDSS J114446.37+254122.3,DBA,33128.0,1808.0,7.74,0.08
SDSS J114448.47+365011.1,DA,8047.0,,7.355,
SDSS J114448.69+525248.4,DA,23480.0,,7.86,
SDSS J114448.82+282808.0,DA,,,,
SDSS J114449.41+514208.1,DA:,10661.0,1165.0,8.0,1.0
SDSS J114450.58+372527.7,DA,42831.0,1294.0,7.58,0.13
SDSS J114451.00+104552.7,DAB/sdB,39191.0,1097.0,6.24,0.14
SDSS J114451.92+640052.8,DA:,8933.0,831.0,8.0,1.0
SDSS J114452.45+114222.6,DA,16369.0,,7.9,
SDSS J114454.09+404608.4,DA,13279.0,,8.037,
SDSS J114458.12+635705.7,DA,17898.0,,7.925,
SDSS J114503.48+460518.8,DA,,,,
SDSS J114503.75+143736.6,DB,18365.0,,8.05,
SDSS J114505.24+321925.2,DA,17355.0,466.0,7.07,0.104
SDSS J114506.71+391711.7,DA,17934.0,,8.212,
SDSS J114507.60+600805.3,DA,16811.0,542.0,7.512,0.038
SDSS J114511.73+080419.3,DAZ,7091.0,,7.977,
SDSS J114511.78+062235.6,DA,30795.0,332.0,7.06,0.08
SDSS J114513.06+321711.9,DA,11007.0,,8.295,
SDSS J114515.84+365250.0,DA,13676.0,,7.954,
SDSS J114518.83+455825.0,DA,11280.0,,6.949,
SDSS J114521.64-024757.5,DC,10013.0,,7.816,
SDSS J114524.02+240933.3,DA,7106.0,,8.598,
SDSS J114529.27+300824.4,DA,15457.814604789946,280.7217478447596,7.901429099497038,0.25
SDSS J114529.70+663138.0,DA,12282.0,,6.808,
SDSS J114531.14+414708.3,DA,14990.0,,8.022,
SDSS J114533.77+534048.1,DA:,10090.0,,8.585,
SDSS J114539.85+371127.1,DA,9011.0,,7.813,
SDSS J114541.28+223218.0,DA,7520.0,,8.724,
SDSS J114545.75+254833.6,DA,14825.0,,7.088,
SDSS J114545.77+385303.0,DC,,,,
SDSS J114548.62+383442.1,DA,10748.0,,7.694,
SDSS J114550.54+393059.6,DA,,,,
SDSS J114551.29+661923.5,DZ,7556.0,480.0,8.6406,
SDSS J114551.39+101508.3,DA,20719.0,,7.94,
SDSS J114552.38+130021.4,DA,19359.0,,8.051,
SDSS J114552.73+033218.7,DBA,14033.0,,8.06,
SDSS J114557.19+074738.6,DA,15047.0,,8.208,
SDSS J114600.95+111337.2,DA,6844.0,,8.079,
SDSS J114607.26+112114.9,DA,7819.0,,7.922,
SDSS J114608.72+240709.6,DA,7351.0,,7.997,
SDSS J114611.08+395730.5,DA,8533.0,,8.211,
SDSS J114611.50+160836.2,DAZ,6953.0,133.0,5.54,0.4
SDSS J114615.36+395017.2,DA,8544.0,167.0,8.17,0.2
SDSS J114618.01+660903.7,DA:,10204.0,,8.496,
SDSS J114618.14+483910.1,DA:,6556.0,,7.172,
SDSS J114618.43+311913.4,DA,19695.0,831.0,7.81,0.192
SDSS J114619.27+660626.6,DA,13191.0,,7.838,
SDSS J114621.85+150447.5,DA,12680.0,,6.842,
SDSS J114625.94+395214.4,DA,12970.0,681.0,8.2,0.245
SDSS J114630.91+402508.1,DA,9178.0,,7.191,
SDSS J114634.22+321941.3,DA,24049.0,,6.396,
SDSS J114635.25+004734.5,DA:,8812.0,240.0,7.84,0.04
SDSS J114637.17+543146.4,DC,,,,
SDSS J114638.21+510721.2,DA:,7009.0,,7.97,
SDSS J114639.83+402630.7,DA,15353.0,,7.909,
SDSS J114645.40+314445.4,DA,7686.0,,7.925,
SDSS J114648.63+570945.8,DA,7668.0,,7.665,
SDSS J114649.25+432340.8,DA,,,,
SDSS J114653.60+314416.8,DA,7194.0,65.0,7.46,0.14
SDSS J114657.16+001711.6,DA,10434.0,318.0,7.58,0.38
SDSS J114701.01+574114.7,DA,12397.0,,7.727,
SDSS J114702.03+501258.0,DA:,9714.0,990.0,8.0,1.0
SDSS J114703.09+162804.0,DA,7561.0,,8.259,
SDSS J114706.29+290628.2,DA:,12249.0,1000.0,6.95,0.5
SDSS J114707.37+200145.7,DC,7732.0,52.0,7.982,0.016
SDSS J114709.09+542940.8,DZ,5000.0,247.0,8.0,
SDSS J114710.53+415608.6,DA,7585.0,,7.823,
SDSS J114716.43+305518.1,DA,11000.0,213.0,4.5,0.03
SDSS J114719.73-005908.9,DA,9614.0,323.0,7.6,0.3
SDSS J114722.61+171325.2,DC,8247.0,1000.0,6.93,0.5
SDSS J114723.20+240735.7,DA,36022.0,578.0,7.81,0.09
SDSS J114727.72+141923.8,DA,34077.0,435.0,7.8,0.08
SDSS J114728.93+520000.7,DA,13688.0,,7.195,
SDSS J114736.39+424131.0,DA,,,,
SDSS J114743.63+285121.9,DA:,7294.0,312.0,6.0,1.0
SDSS J114745.41+322041.3,DA,16149.0,471.0,7.98,0.106
SDSS J114745.49+464630.6,DA,7215.0,,7.751,
SDSS J114751.45+300404.8,DC,8186.0,267.0,8.0,0.0
SDSS J114752.68+400649.8,DA,15728.0,,8.551,
SDSS J114752.96+603448.4,DC:,11246.0,,8.099,
SDSS J114755.66+475814.3,DA,17689.0,808.0,8.083,
SDSS J114757.65+370118.5,DA,7148.0,,8.012,
SDSS J114757.99+535944.6,DC:,7155.0,,8.057,
SDSS J114759.31+310231.6,DA,14219.0,,9.244,
SDSS J114800.81+432054.8,DA,7060.0,,7.709,
SDSS J114804.13-011819.5,DA,8696.0,145.0,7.88,0.2
SDSS J114804.59+410928.5,DZ,6698.0,98.0,7.8859,
SDSS J114806.10+583933.0,DA,12735.0,,7.734,
SDSS J114811.16+034934.8,DA,14526.0,,8.047,
SDSS J114812.33+422042.9,DA,,,,
SDSS J114822.73+585242.4,DZA,11413.0,486.0,8.77,0.587
SDSS J114822.75+082510.0,DA,7600.0,187.0,7.71,0.31
SDSS J114824.49+551934.5,DA,9517.0,,8.007,
SDSS J114827.96+153357.0,DA,11818.871502689028,391.0628555358474,8.729813418473988,0.1906947202824032
SDSS J114829.00+482731.2,DAH,28966.70496754597,6859.644961561462,8.973640796743986,0.0
SDSS J114830.05+570840.6,DZ,10207.0,337.0,8.2452,
SDSS J114832.48+391130.8,DA,8989.0,192.0,7.4,0.348
SDSS J114833.25+303921.3,DA,11944.22376134303,331.3840123725785,8.23490102228352,0.25
SDSS J114835.55+480800.8,DA:,7560.0,,7.489,
SDSS J114843.74+655715.9,DA,7650.0,,7.722,
SDSS J114844.60+354155.3,DA,6648.0,36.0,8.035,0.014
SDSS J114850.15+102655.9,DC,7015.0,,8.186,
SDSS J114850.37+412429.0,DZ,11119.0,433.0,8.3058,
SDSS J114850.50+325406.5,DA,,,,
SDSS J114850.93+350425.2,DB,14891.0,,7.89,
SDSS J114852.78+430753.1,DA,45470.0,5645.0,7.28,0.49
SDSS J114853.37+131206.4,DA,22604.0,,7.866,
SDSS J114853.51+313932.6,DA,10464.0,,8.52,
SDSS J114853.51+481438.5,DA,,,,
SDSS J114854.70+641447.7,DA,11285.0,,7.522,
SDSS J114855.17+053104.0,DA,7179.0,,7.846,
SDSS J114857.90+640228.4,DA,,,,
SDSS J114901.99+494328.2,DZ,7597.0,464.0,8.0,
SDSS J114903.54+295541.5,DA,15570.0,327.0,7.87,0.078
SDSS J114903.67+140030.7,DA,14320.0,,7.198,
SDSS J114904.63+085043.2,DA:,8124.0,297.0,6.84,0.49
SDSS J114905.00+331957.1,DA,,,,
SDSS J114907.17+402355.8,DA,16478.0,,7.377,
SDSS J114908.63+193309.8,DA,8211.0,154.0,7.65,0.24
SDSS J114909.26+431758.4,DB,13208.0,55.0,8.0,0.0
SDSS J114910.94-014443.9,DB,16072.0,,9.75,
SDSS J114911.63+632154.3,DA:,7313.0,,8.3,
SDSS J114912.74+461854.1,DA:,12962.0,1000.0,7.25,0.5
SDSS J114912.80+304531.2,DBA,12521.0,,8.05,
SDSS J114913.19+483227.0,DA,9571.0,,6.829,
SDSS J114916.02+075214.6,DA,,,,
SDSS J114916.71+165410.4,DA,12285.0,,8.055,
SDSS J114917.23+300016.1,DA,10254.705744579514,146.59112236412147,7.356965749387619,0.1579383608298659
SDSS J114923.33+324056.3,DA,14343.0,,7.008,
SDSS J114925.77+514302.8,DA:,7471.0,408.0,8.0,1.0
SDSS J114928.20+285013.5,DA,14985.0,,8.197,
SDSS J114928.50+595846.8,DA,15053.0,,7.534,
SDSS J114933.00+451043.4,DB,12552.0,,7.82,
SDSS J114937.08+303954.6,DA,11021.0,243.0,8.06,0.173
SDSS J114937.75+060951.3,DA,,,,
SDSS J114938.15+451452.0,DA,24124.0,,5.973,
SDSS J114940.13+643223.0,DB,14976.0,,7.45,
SDSS J114941.80+415957.4,DA,,,,
SDSS J114944.95+051947.7,DZ,7173.0,96.0,7.914,0.21
SDSS J114945.95+535029.1,DC:,7787.0,,8.082,
SDSS J114947.08+093501.7,DC,9059.0,542.0,8.099,0.118
SDSS J114953.62+155246.9,DA,8268.0,144.0,8.57,0.15
SDSS J114957.84+151645.7,DA,17486.0,1670.0,8.012,0.115
SDSS J115001.31+640440.1,DA,11005.0,,8.248,
SDSS J115003.66+474747.4,DA,15806.0,,8.967,
SDSS J115005.71+555717.6,DC,,,,
SDSS J115010.09+305655.3,DA,13461.0,,8.042,
SDSS J115012.28+480905.9,DA,55615.0,1462.0,7.68,0.09
SDSS J115013.23+554002.3,DA,7726.0,,7.537,
SDSS J115015.74+492843.7,DZ,7417.0,218.0,8.189,0.159
SDSS J115016.56+400358.8,DA,10238.0,,7.923,
SDSS J115021.28+203812.8,DA,7458.0,157.0,7.446000000000001,0.2769999999999999
SDSS J115023.44+601835.5,DA,10316.0,,7.903,
SDSS J115029.22+404548.8,DA,,,,
SDSS J115029.52+453314.0,DZ,5720.0,320.0,,
SDSS J115036.13+464521.4,DAO,78290.0,12480.0,6.57,0.26
SDSS J115036.77+081935.8,DA,9234.0,,8.317,
SDSS J115040.53+581249.6,DA,18917.0,,7.812,
SDSS J115041.68+190121.6,DA,8237.0,258.0,8.017,0.06
SDSS J115045.04+191854.6,DA,16778.0,,6.995,
SDSS J115050.43+261703.6,DA,7971.0,,8.089,
SDSS J115051.42+411657.3,DA,10638.0,,8.39,
SDSS J115058.51+280232.1,DA,6995.0,,8.208,
SDSS J115101.66+304447.3,DA,11441.0,1000.0,7.84,0.5
SDSS J115102.85+500227.3,DA,,,,
SDSS J115104.87+472025.3,DA,7578.0,,7.824,
SDSS J115105.60+343449.3,DA,19929.0,875.0,7.84,0.23
SDSS J115105.66+034434.5,DA,7774.0,,7.294,
SDSS J115106.70+315322.6,DA,35315.0,345.0,7.79,0.06
SDSS J115106.87+200415.7,DA,7566.0,,7.999,
SDSS J115111.72+002332.6,DA:,10365.0,572.0,8.31,0.46
SDSS J115112.21+385453.9,DA,,,,
SDSS J115114.92+194346.6,DB,18160.0,,8.21,
SDSS J115118.50+145329.9,DA,10355.0,,6.928,
SDSS J115119.89+092141.2,DA,9262.0,189.0,7.69,0.24
SDSS J115120.08+285716.1,DC,,,,
SDSS J115120.13+472922.2,DA,30249.0,144.0,7.86,0.04
SDSS J115122.65+302621.0,DA,25125.0,626.0,7.12,0.104
SDSS J115124.11+034147.2,DA,15275.0,,7.015,
SDSS J115125.83+644432.7,DZ,7543.0,,8.594,
SDSS J115126.04+664422.5,DA:,7061.0,,8.581,
SDSS J115126.14+052512.9,DA,12578.0,468.0,8.146,0.033
SDSS J115129.67+402353.8,DA,,,,
SDSS J115130.63+493350.2,DC,9751.0,,8.403,
SDSS J115132.08+062348.5,DA,24098.0,,8.7,
SDSS J115132.68+101245.5,DAZ,13435.0,235.0,8.0,0.0
SDSS J115133.38+131944.3,DA,7622.0,,7.637,
SDSS J115137.29+222213.7,DA,9116.0,1000.0,7.98,0.5
SDSS J115141.28+005658.4,DA,11469.0,740.0,7.66,0.33
SDSS J115141.61+072231.1,DA,13393.0,,7.742,
SDSS J115141.74+140926.5,DA,7003.0,,7.481,
SDSS J115143.45+192203.3,DA,17038.0,,8.027,
SDSS J115144.21+380404.0,DA,,,,
SDSS J115145.64+375152.9,DA,39984.0,3604.0,7.81,0.42
SDSS J115147.36+411633.5,DA,9873.0,144.0,7.73,0.18
SDSS J115149.92+452729.8,DQ,8698.0,208.0,7.8798,
SDSS J115154.00+111809.2,DB,13696.0,,8.54,
SDSS J115155.47+671337.2,DA,9511.0,1000.0,5.64,0.5
SDSS J115200.07-005028.0,DA,7893.0,,8.41,
SDSS J115200.43+094000.4,DA,20339.0,,7.121,
SDSS J115203.36+160743.8,DA,8736.0,175.0,7.99,0.23
SDSS J115203.90+513234.6,DA:,7617.0,,7.781,
SDSS J115204.50-014323.5,DA,8128.0,69.0,6.507000000000001,0.184
SDSS J115207.15+510126.2,DZ,4790.0,233.0,8.0,
SDSS J115216.11+402429.8,DA,10383.0,,6.774,
SDSS J115216.65+060438.3,DA,56140.0,3343.0,7.25,0.2
SDSS J115217.11+025025.3,DA,21609.0,264.0,7.95,0.04
SDSS J115218.69-024915.9,DO,49587.0,429.0,7.91,0.15
SDSS J115224.51+160546.7,DZ,6550.0,160.0,8.0,0.0
SDSS J115227.66+351228.9,DA,14992.0,,8.304,
SDSS J115232.86+035410.5,DA,45112.0,1354.0,7.67,0.12
SDSS J115233.94+285128.3,DA,8707.0,473.0,8.538,0.082
SDSS J115234.48+312537.9,DA,6427.0,1000.0,8.0,0.0
SDSS J115235.53+105001.6,DA,10868.0,209.0,8.4,0.13
SDSS J115237.82+331221.3,DA,35756.0,459.0,7.57,0.07
SDSS J115238.68+361042.6,DA,7184.0,,7.982,
SDSS J115240.37+411635.0,DC,,,,
SDSS J115240.41+053343.7,DA,9590.0,80.0,8.49,0.09
SDSS J115242.14+580146.0,DA,10315.0,,8.004,
SDSS J115243.92+283419.8,DZ,6844.0,232.0,8.0158,
SDSS J115244.11+501844.7,DAH,9230.9677312844,476.3832033443791,8.424382482262414,0.3415159790208021
SDSS J115245.04+462942.1,DC:,11963.0,569.0,8.0,0.0
SDSS J115247.66+635912.0,DA,15777.0,,7.98,
SDSS J115249.53+463301.9,DA,18413.0,558.0,7.72,0.1009999999999999
SDSS J115250.88+211624.8,DA,9038.0,,8.101,
SDSS J115252.54+480752.8,DA,,,,
SDSS J115257.87+261901.0,DA,7678.0,189.0,7.566,0.061
SDSS J115300.74+474141.0,DA,10290.0,1000.0,6.22,0.5
SDSS J115300.86+042417.4,DA,37280.0,697.0,7.15,0.1
SDSS J115302.23+524907.5,DA,6374.0,,8.016,
SDSS J115305.88+242226.7,DA+M,10808.0,430.0,6.154,0.141
SDSS J115309.67+071917.9,DA,,,,
SDSS J115312.63+152819.7,DA,10344.0,,7.364,
SDSS J115313.90+272520.2,DA,15895.0,,7.899,
SDSS J115314.01+502808.2,DA,9276.0,,8.349,
SDSS J115315.78+635035.9,DA,12836.0,,8.371,
SDSS J115317.34+191152.7,DA,43044.0,593.0,7.74,0.06
SDSS J115321.03+645557.8,DA,48134.0,7662.0,7.35,0.6
SDSS J115322.72+121445.0,DC,7705.0,,8.492,
SDSS J115323.27+371318.2,DA,10649.0,,7.913,
SDSS J115326.62+223752.2,DB,16316.0,,8.06,
SDSS J115327.36+241331.1,DA:,7051.0,,5.482,
SDSS J115336.72+450655.2,DA:,7587.0,255.0,8.0,1.0
SDSS J115337.40+484603.1,DA,8295.0,,7.86,
SDSS J115337.62+425712.4,DAH,9013.0,2919.0,8.32,1.229
SDSS J115337.69+271530.6,DA,13514.0,,7.951,
SDSS J115338.12+362721.6,DA,41325.0,1011.0,7.74,0.11
SDSS J115338.18+312448.7,DA,8913.0,,7.924,
SDSS J115340.81+253621.3,DA,21868.0,,7.996,
SDSS J115343.38-031233.9,DA,7271.0,53.0,7.935,0.018
SDSS J115345.19+660057.2,DA,11074.0,339.0,7.724,0.125
SDSS J115345.97+133106.6,DAH,10290.0,,7.623,
SDSS J115348.90+465020.6,DA,25532.0,867.0,5.03,0.04
SDSS J115353.07+541856.4,DA,7224.0,,8.283,
SDSS J115354.35+451004.2,DA,8295.0,,8.574,
SDSS J115355.85-005035.6,DA,8796.0,239.0,8.35,0.3
SDSS J115357.30+190606.9,DA,9859.0,,7.591,
SDSS J115400.60+220239.3,DC,7257.0,,8.203,
SDSS J115410.17+071235.1,DA,19734.0,556.0,7.85,0.117
SDSS J115411.38+490219.2,DA,,,,
SDSS J115413.23+625639.4,DA,18541.0,,7.994,
SDSS J115414.00+404556.9,DA,27084.0,,7.474,
SDSS J115414.40+562357.1,DA,7710.0,,8.563,
SDSS J115416.86+045104.1,DB_A:,17369.0,,8.25,
SDSS J115418.04+314716.2,DA,10223.0,,7.894,
SDSS J115421.54+374918.3,DA,7934.0,66.0,8.037,0.018
SDSS J115426.67+251755.5,DB,22604.0,,7.97,
SDSS J115427.74+660156.2,DA,9903.0,,8.081,
SDSS J115431.53+154248.1,DA,13030.0,660.0,8.26,0.13
SDSS J115434.06+594703.8,DA,10893.0,645.0,6.25,0.162
SDSS J115436.45+601159.1,DA,9322.0,,7.892,
SDSS J115437.89+341434.5,DA,24938.0,1000.0,7.72,0.174
SDSS J115440.45-001858.3,DAZ,6302.0,6.0,7.18,0.714
SDSS J115441.25+112923.5,DA,7990.0,62.0,4.9,0.34
SDSS J115441.83+533036.6,DA:,7765.0,,7.988,
SDSS J115446.02+612926.0,DA,7822.0,,8.0,
SDSS J115446.22+010704.0,DA,10742.0,152.0,8.11,0.14
SDSS J115446.93+265740.0,DA,22092.0,,7.83,
SDSS J115448.32+331738.1,DA,17560.0,,6.874,
SDSS J115448.46+514454.6,DA:,7944.0,,8.242,
SDSS J115450.18+192945.3,DA,20295.0,,7.608,
SDSS J115459.10+601619.9,DC,,,,
SDSS J115500.83+305128.8,DA,13187.0,,6.564,
SDSS J115501.30+484750.6,DA:,6679.0,,8.327,
SDSS J115506.22+264924.2,DA,16154.0,436.0,8.03,0.09
SDSS J115507.20+294559.1,DA:,16245.0,341.0,7.923999999999999,0.0969999999999999
SDSS J115507.50+092843.2,DA,,,,
SDSS J115510.14+510359.4,DA,15388.0,,7.872,
SDSS J115510.74+421831.0,DA:,7075.0,,7.892,
SDSS J115512.31+511715.7,DA:,7154.0,,7.789,
SDSS J115513.02+510222.6,DA:,6577.0,,8.47,
SDSS J115514.72+394420.8,DA,26549.0,,8.209,
SDSS J115515.80+604027.2,DA,7948.0,,7.947,
SDSS J115516.38+083901.4,DA,7197.0,,6.667,
SDSS J115516.59+470534.8,DA,14529.0,,7.941,
SDSS J115519.67+263113.4,DA:,7517.0,,8.838,
SDSS J115522.54+342524.5,DB,19973.0,,8.33,
SDSS J115523.62+403948.7,DA,10531.0,,8.324,
SDSS J115526.42+062601.6,DA,8564.0,,7.853,
SDSS J115530.93+321734.7,DA,13984.0,,7.397,
SDSS J115538.57+254135.2,DB,36765.0,2157.0,7.92,0.21
SDSS J115542.49+070850.6,DA,8559.0,,8.025,
SDSS J115543.22+150749.0,DA,17628.0,,8.1,
SDSS J115544.79+040229.8,DA,10261.0,296.0,8.72,0.27
SDSS J115549.08+365924.8,DA,9896.0,,7.231,
SDSS J115549.61+570926.3,DA,8289.0,121.0,7.04,0.247
SDSS J115553.69+242737.0,DB,16106.0,,8.08,
SDSS J115553.94+105255.2,DA+M,33404.0,435.0,7.72,0.08
SDSS J115554.94+083549.5,DA,8681.0,,8.297,
SDSS J115555.71+292912.1,DAZ:,7270.0,,8.439,
SDSS J115556.39+280421.2,DA:,9587.0,325.0,8.42,0.408
SDSS J115558.71+414107.3,DA,18175.0,662.0,7.99,0.172
SDSS J115603.26+050550.8,DA,8691.0,112.0,6.93,0.33
SDSS J115605.24+181558.9,DA,21817.0,,7.845,
SDSS J115606.96+061431.9,DA,14037.0,,8.772,
SDSS J115621.71-025927.9,DA,10500.0,124.0,8.35,0.11
SDSS J115621.87+311134.7,DA,13150.0,,8.753,
SDSS J115623.55+365019.7,DA,19370.0,722.0,7.72,0.155
SDSS J115627.36+274056.8,DC,10615.0,,8.465,
SDSS J115630.05+050358.8,DA,8316.0,64.0,8.039,0.017
SDSS J115630.73+160207.4,DA,8457.0,304.0,7.8,0.47
SDSS J115632.08+113848.8,DA,18532.0,,7.914,
SDSS J115634.42+461243.2,DA,7553.0,,8.387,
SDSS J115637.72+565837.5,DA,7166.0,,7.878,
SDSS J115638.09+250344.3,DA,11249.0,1077.0,6.32,0.205
SDSS J115639.27+675050.1,DA,,,,
SDSS J115639.29+661007.0,DA,7036.0,70.0,6.698,0.184
SDSS J115646.45+402355.8,DA,13476.0,,7.937,
SDSS J115647.74+461943.6,DA,7210.0,,8.217,
SDSS J115650.39+353127.4,DA,16172.391256404197,601.8351529432927,8.455838482168636,0.25
SDSS J115652.03+623131.7,DA,,,,
SDSS J115652.45+302448.3,DB:,12076.0,711.0,8.082,0.092
SDSS J115652.48+391004.2,DA,11415.0,,8.059,
SDSS J115654.90+202211.8,DAZ,,,,
SDSS J115655.23+162147.5,DB,15407.0,,8.13,
SDSS J115701.02+311138.3,DA,7277.0,,8.17,
SDSS J115701.56+454348.5,DA,13070.0,,7.132,
SDSS J115701.89+510651.1,DA,,,,
SDSS J115702.02+645304.7,DA,7614.0,,8.257,
SDSS J115702.25+230830.2,DC,6554.0,35.0,8.061,0.021
SDSS J115703.70+273821.8,DA:,11261.0,1000.0,7.23,0.5
SDSS J115706.48+223030.5,DC,9582.0,326.0,7.991,0.059
SDSS J115707.48+423800.3,DA,16978.0,,6.57,
SDSS J115712.38+125239.9,DA,16407.0,,7.929,
SDSS J115714.97+254616.6,DA,14821.0,,7.915,
SDSS J115715.83+413827.4,DA,9382.0,172.0,8.006,0.236
SDSS J115716.39+204745.6,DA,10887.0,395.0,7.961,0.067
SDSS J115718.26+500517.9,DA,8277.0,,8.406,
SDSS J115718.84+085024.6,DA,7745.0,186.0,8.65,0.23
SDSS J115719.37+292156.0,DA,7966.0,,8.201,
SDSS J115725.44+575548.0,DA,48594.0,2513.0,7.242000000000001,0.192
SDSS J115725.53+312552.4,DA:,7016.0,,8.254,
