wdid,spectype,teff,logg,Dlogg,mass,Dmass
Gaia DR2 5817295536128445568,DC:,4616.0,7.886,0.037,0.51,0.031
Gaia DR2 5817618517663383168,DC:,6745.0,8.012,0.022,0.581,0.019
Gaia DR2 5819595336493225472,DC:,4875.0,7.996,0.064,0.576,0.057
Gaia DR2 5822309996339760640,DC:,4951.0,7.996,0.04,0.577,0.035
Gaia DR2 5827557213731539328,DC:,4559.0,7.879,0.051,0.506,0.042
Gaia DR2 5830843035531042816,DC:,5178.0,7.804,0.039,0.469,0.03
Gaia DR2 5836857153652084736,DC,7072.0,7.966,0.028,0.554,0.024
Gaia DR2 5836953365217467136,DC:,5073.0,7.891,0.17,0.504,0.148
Gaia DR2 5839334701248163072,DC:,4911.0,7.954,0.029,0.552,0.024
Gaia DR2 5842715768222744960,DC,4924.0,6.9,0.046,0.146,0.014
Gaia DR2 5850532707484201984,DC,7620.0,7.794,0.024,0.46,0.018
Gaia DR2 5854619768310354176,DC,10344.0,7.978,0.017,0.568,0.015
Gaia DR2 5856552950262319744,DC:,5434.0,8.163,0.043,0.686,0.04
Gaia DR2 5859185967074168704,DC,6766.0,8.005,0.015,0.577,0.013
Gaia DR2 5862773914031649408,DC:,6679.0,8.156,0.02,0.671,0.019
Gaia DR2 5864358933155923328,DC:,5107.0,7.194,0.016,0.225,0.007
Gaia DR2 5866831043215711488,DC,10315.0,7.969,0.015,0.563,0.012
Gaia DR2 5870659272189813632,DC:,9207.0,7.323,0.013,0.275,0.006
Gaia DR2 5872950173360899584,DC,8299.0,7.957,0.013,0.552,0.011
Gaia DR2 5872969895852232832,DC,9834.0,8.068,0.014,0.621,0.012
Gaia DR2 5873702754686036736,DC:,6126.0,8.158,0.037,0.671,0.034
Gaia DR2 5879312286902593536,DC:,8635.0,8.244,0.03,0.731,0.029
Gaia DR2 588395027605042688,DC:,5273.0,8.171,0.051,0.69,0.047
Gaia DR2 5892465542676716544,DC:,7518.0,8.065,0.021,0.615,0.018
Gaia DR2 5893318763718868736,DC,8210.0,8.235,0.024,0.725,0.016
Gaia DR2 5896752641567664768,DC:,8068.0,8.241,0.019,0.729,0.017
Gaia DR2 5898357894175308672,DC:,5825.0,7.931,0.072,0.53,0.061
Gaia DR2 5909078751020702080,DC,8580.0,8.458,0.022,0.874,0.014
Gaia DR2 5915396815416626944,DC,,,,,
Gaia DR2 5921143211071989376,DC:,5106.0,8.016,0.031,0.59,0.028
Gaia DR2 5922384113020745344,DC:,5154.0,8.0,0.051,0.581,0.043
Gaia DR2 5938773880045035776,DC,5070.0,8.108,0.031,0.636,0.02
Gaia DR2 5951588103968524416,DC,6355.0,7.881,0.029,0.504,0.023
Gaia DR2 5954674703665864832,DC:,6018.0,7.868,0.047,0.496,0.037
Gaia DR2 5959099177158086784,DC,7022.0,8.049,0.051,0.604,0.045
Gaia DR2 5969020276720297728,DC:,4990.0,7.879,0.031,0.509,0.025
Gaia DR2 5969312128308611072,DC,7898.0,8.012,0.019,0.583,0.017
Gaia DR2 5970058043883355392,DC:,5957.0,8.314,0.075,0.774,0.07
Gaia DR2 5974671315481869952,DC:,6790.0,8.155,0.071,0.671,0.064
Gaia DR2 5976809693786530432,DC:,5173.0,8.06,0.011,0.606,0.01
Gaia DR2 5986983062565180416,DC,6073.0,8.158,0.062,0.671,0.056
Gaia DR2 5989441604922867328,DC:,7109.0,8.194,0.045,0.697,0.041
Gaia DR2 5993353740329903872,DC,8906.0,8.119,0.03,0.651,0.027
Gaia DR2 5995114333322224000,DC:,5018.0,7.887,0.026,0.514,0.02
Gaia DR2 5998049513957889536,DC:,5160.0,7.904,0.023,0.524,0.019
Gaia DR2 5998049513967312512,DC:,4779.0,7.931,0.029,0.537,0.025
Gaia DR2 6000591791003912448,DC,7449.0,8.22,0.041,0.714,0.038
Gaia DR2 60007152756147584,DC,6150.0,8.107,0.017,0.639,0.015
Gaia DR2 600139357979417344,DC,6965.0,8.175,0.021,0.684,0.019
Gaia DR2 6004613284836628480,DC,9431.0,8.042,0.02,0.604,0.018
Gaia DR2 6007590006409800960,DC:,4992.0,8.022,0.057,0.593,0.051
Gaia DR2 6008581907636919936,DC,5289.0,8.074,0.033,0.615,0.021
Gaia DR2 6018613473779340928,DC,6449.0,8.917,0.042,1.147,0.021
Gaia DR2 6018693257096471424,DC,5433.0,8.243,0.023,0.726,0.015
Gaia DR2 6021335143015174912,DC,6734.0,8.083,0.044,0.624,0.04
Gaia DR2 6022888100119614720,DC:,4873.0,7.963,0.031,0.557,0.026
Gaia DR2 6024047084133542528,DC:,4912.0,8.05,0.061,0.61,0.055
Gaia DR2 6024847395455196032,DC:,5835.0,8.168,0.065,0.677,0.06
Gaia DR2 6025158488538920832,DC,7276.0,8.036,0.025,0.597,0.021
Gaia DR2 6026098910273161216,DC,7018.0,8.102,0.034,0.637,0.031
Gaia DR2 602669506032575488,DC,5203.0,7.79,0.018,0.45,0.013
Gaia DR2 6030798532208427904,DC,6693.0,8.24,0.03,0.727,0.027
Gaia DR2 603155765049434752,DC,6566.0,8.067,0.025,0.615,0.022
Gaia DR2 6035968435883453184,DC,,,,,
Gaia DR2 6038379256859869056,DC:,7163.0,8.296,,0.78,
Gaia DR2 6039733958272827904,DC:,9077.0,8.01,0.019,0.585,0.016
Gaia DR2 6044161584214640128,DC:,7809.0,8.415,,0.861,
Gaia DR2 6044265144466741888,DC,3952.0,7.721,0.09,0.434,0.035
Gaia DR2 6046797766418516736,DC:,6684.0,8.335,,0.805,
Gaia DR2 6051091604138435968,DC:,8126.0,7.928,,0.553,
Gaia DR2 6054822448956914432,DC:,6271.0,7.736,0.022,0.427,0.016
Gaia DR2 6059022312819144064,DC,6589.0,8.241,0.041,0.727,0.037
Gaia DR2 6060761808912920064,DC,7462.0,8.07,0.024,0.618,0.021
Gaia DR2 6063252374582712320,DC,7009.0,8.108,0.022,0.641,0.014
Gaia DR2 6064142394854243584,DC:,4939.0,7.913,0.035,0.527,0.029
Gaia DR2 6065557462016813312,DC,5543.0,7.988,0.038,0.563,0.033
Gaia DR2 6070607076539724416,DC,7422.0,7.996,0.042,0.573,0.035
Gaia DR2 6070620403826615552,DC:,5030.0,7.989,0.021,0.562,0.018
Gaia DR2 6071712734265949184,DC:,6245.0,7.69,0.04,0.405,0.027
Gaia DR2 6074160144070053504,DC:,4887.0,8.024,0.019,0.594,0.016
Gaia DR2 607535218647587328,DC,4827.0,7.927,0.021,0.535,0.017
Gaia DR2 6075820548380616320,DC:,5051.0,7.893,0.06,0.517,0.05
Gaia DR2 607977291041540608,DC,4984.0,8.022,0.029,0.582,0.025
Gaia DR2 6082698715146450688,DC:,5917.0,7.941,0.035,0.536,0.03
Gaia DR2 6087501893038995200,DC:,6826.0,8.07,0.06,0.617,0.053
Gaia DR2 6087659745978472064,DC,5705.0,8.174,0.045,0.681,0.029
Gaia DR2 6091497350793143936,DC:,4567.0,7.692,0.047,0.407,0.034
Gaia DR2 6091649972456847488,DC,7047.0,8.318,0.04,0.779,0.037
Gaia DR2 6093257119157372160,DC,6480.0,8.215,0.029,0.71,0.019
Gaia DR2 6093462311215003776,DC,8483.0,8.388,0.036,0.827,0.033
Gaia DR2 6104648506295124736,DC,7532.0,8.179,0.038,0.688,0.034
Gaia DR2 611074413433751680,DC,4840.0,7.303,0.007,0.312,0.003
Gaia DR2 6117902603574181376,DC,5894.0,7.939,0.035,0.535,0.03
Gaia DR2 6125759129551730048,DC,10001.0,8.105,0.015,0.644,0.013
Gaia DR2 6127777386225197568,DC:,6149.0,7.758,0.05,0.438,0.036
Gaia DR2 6127897091252496256,DC,6043.0,8.071,0.062,0.616,0.054
Gaia DR2 6132806170148190720,DC:,5106.0,7.898,0.017,0.521,0.013
Gaia DR2 6133033635912545280,DC,6665.0,8.192,0.03,0.695,0.019
Gaia DR2 6133551024854124928,DC:,6789.0,8.249,0.049,0.733,0.044
Gaia DR2 6133892693796254592,DC:,5076.0,7.973,0.021,0.564,0.018
Gaia DR2 6146075660589291392,DC,7346.0,8.117,0.027,0.647,0.024
Gaia DR2 6147652295840198912,DC:,6317.0,7.936,0.024,0.535,0.02
Gaia DR2 6150563974426754944,DC,10005.0,7.933,0.012,0.541,0.01
Gaia DR2 6151294355090597504,DC,4463.0,7.875,0.065,0.503,0.037
Gaia DR2 6152949326248670848,DC:,6067.0,7.869,0.024,0.496,0.019
Gaia DR2 6153086047944513664,DC/DQ,9088.0,7.852,0.063,0.495,0.048
Gaia DR2 6157015663846390144,DC:,6239.0,7.907,0.048,0.518,0.039
Gaia DR2 615705144092773376,DC,7059.0,8.09,0.016,0.63,0.014
Gaia DR2 6157856274845064576,DC,6188.0,8.09,0.015,0.627,0.014
Gaia DR2 6160221736672454400,DC,6608.0,7.992,0.013,0.569,0.011
Gaia DR2 6160981464847958400,DC:,5462.0,8.371,0.043,0.824,0.04
Gaia DR2 6170313917682381440,DC:,7365.0,7.922,0.05,0.529,0.041
Gaia DR2 6172395838656439936,DC:,5076.0,7.861,0.036,0.499,0.029
Gaia DR2 6176113150028892160,DC,4894.0,7.944,0.061,0.545,0.053
Gaia DR2 6177277292323415680,DC:,6916.0,8.547,,0.945,
Gaia DR2 6178247920572350976,DC,8103.0,8.332,,0.806,
Gaia DR2 6178573689547383168,DC,3908.0,,,1.01,0.0405
Gaia DR2 61856496954301696,DC,15128.0,9.21,,1.277,0.007
Gaia DR2 6188143357718897024,DC,9018.0,8.025,0.026,0.593,0.022
Gaia DR2 6188943041975356800,DC:,8214.0,8.341,0.054,0.796,0.049
Gaia DR2 6190444562542112640,DC,7543.0,8.038,0.044,0.598,0.039
Gaia DR2 61934562280099456,DC,5515.0,8.144,,0.674,
Gaia DR2 6197859428443669376,DC,6826.0,7.811,0.024,0.467,0.018
Gaia DR2 6202978720221998336,DC,8770.0,7.992,0.042,0.573,0.036
Gaia DR2 6204555694773252992,DC,,,,,
Gaia DR2 6205577488971963136,DC,7705.0,8.017,0.032,0.586,0.027
Gaia DR2 6206163180772453632,DC:,4982.0,8.004,0.049,0.582,0.043
Gaia DR2 6206195620664214400,DC,8711.0,8.031,0.028,0.597,0.017
Gaia DR2 6207050417937473920,DC,8808.0,8.119,0.039,0.651,0.035
Gaia DR2 6207088144928862720,DC:,6811.0,8.037,0.053,0.596,0.047
Gaia DR2 6207587666805643392,DC,8167.0,8.138,0.059,0.662,0.054
Gaia DR2 6211368651070142592,DC:,6290.0,8.221,,0.728,
Gaia DR2 6211685344783396736,DC,6955.0,8.063,0.044,0.612,0.039
Gaia DR2 6211904903507006336,DC,4809.0,,,1.026,0.023
Gaia DR2 6220881243421735936,DC,9827.0,7.837,0.026,0.489,0.02
Gaia DR2 6227342046767977984,DC,7439.0,8.208,,0.723,
Gaia DR2 6232403712964536704,DC,9912.0,8.164,,0.7,
Gaia DR2 6232641997749944448,DC,8276.0,7.992,0.062,0.572,0.053
Gaia DR2 6240812644754680576,DC,7125.0,8.187,,0.709,
Gaia DR2 6243280979642915456,DC,7833.0,8.106,,0.659,
Gaia DR2 6246336689952890880,DC,6211.0,8.184,,0.704,
Gaia DR2 6248279939316190464,DC,6765.0,7.751,0.026,0.437,0.019
Gaia DR2 6250213984568447872,DC,3884.0,7.733,0.023,0.426,0.017
Gaia DR2 6250372378664759808,DC:,4743.0,7.974,0.053,0.563,0.046
Gaia DR2 6251414303368287232,DC:,8057.0,8.254,,0.755,
Gaia DR2 6251889532908728448,DC,9096.0,8.664,,1.021,
Gaia DR2 6256819747342673664,DC,7657.0,8.344,,0.813,
Gaia DR2 6259533887501523200,DC:,7450.0,8.16,,0.692,
Gaia DR2 6263645893486272640,DC:,7127.0,8.423,,0.864,
Gaia DR2 6264127170346899712,DC,4953.0,7.93,0.071,0.527,0.042
Gaia DR2 6265676068691449600,DC,7318.0,8.464,,0.892,
Gaia DR2 6269833459596009856,DC,8582.0,8.298,,0.784,
Gaia DR2 6270584739570554880,DC,6608.0,8.142,0.011,0.663,0.01
Gaia DR2 6275836449485378304,DC:,6436.0,8.269,,0.761,
Gaia DR2 6281523986913711872,DC:,4919.0,7.978,0.014,0.555,0.011
Gaia DR2 6291874991241892096,DC:,5162.0,6.983,,0.17,
Gaia DR2 6304507589569246848,DC,8207.0,8.248,,0.751,
Gaia DR2 6310055725243326720,DC,6230.0,8.351,,0.815,
Gaia DR2 6313131402863788160,DC,9225.0,8.195,0.049,0.7,0.045
Gaia DR2 6313875497357729920,DC:,5552.0,8.029,,0.602,
Gaia DR2 6315181339214535296,DC:,4860.0,7.97,,0.561,
Gaia DR2 6319018188118725376,DC,7975.0,8.253,,0.754,
Gaia DR2 6319765821665661440,DC,5056.0,8.154,0.06,0.678,0.054
Gaia DR2 6332790090948045440,DC:,4746.0,7.794,,0.46,
Gaia DR2 6334997699842603264,DC,7152.0,8.291,,0.777,
Gaia DR2 6338179205457118848,DC:,4914.0,7.928,0.085,0.536,0.073
Gaia DR2 6338231123021859968,DC:,5494.0,8.116,0.082,0.656,0.075
Gaia DR2 6350007820268279168,DC,9073.0,7.982,0.028,0.568,0.023
Gaia DR2 6356008370617387392,DC,6436.0,7.919,0.04,0.526,0.032
Gaia DR2 6363592840482769792,DC,4801.0,8.253,0.048,0.743,0.032
Gaia DR2 6368021054841781376,DC,4938.0,9.239,0.046,1.282,0.015
Gaia DR2 6371470424680718848,DC,4861.0,7.927,0.026,0.535,0.022
Gaia DR2 6377031273462245376,DC,7625.0,8.275,0.029,0.751,0.027
Gaia DR2 6377483104018023168,DC:,,,,,
Gaia DR2 6382765776353017728,DC,6024.0,8.076,0.026,0.618,0.024
Gaia DR2 6383306328052515712,DC,6577.0,8.237,0.043,0.724,0.039
Gaia DR2 63846445499673472,DC,7945.0,8.501,,0.917,
Gaia DR2 6385009639067009280,DC,9291.0,8.046,0.028,0.607,0.024
Gaia DR2 6385682441398393984,DC:,5078.0,8.103,0.067,0.645,0.061
Gaia DR2 6393267864744874368,DC:,7744.0,8.005,0.023,0.579,0.02
Gaia DR2 6400993961154291456,DC,6527.0,8.276,0.028,0.75,0.026
Gaia DR2 6401531317397726848,DC,4688.0,7.19,0.054,0.217,0.022
Gaia DR2 6403982296321898880,DC:,8293.0,8.048,0.027,0.606,0.023
Gaia DR2 6404622044584454656,DC,5095.0,8.05,0.022,0.611,0.02
Gaia DR2 6406343703698884736,DC:,5054.0,7.977,0.043,0.566,0.037
Gaia DR2 6406566664040902656,DC:,4907.0,7.956,0.045,0.553,0.038
Gaia DR2 6408258507493421056,DC,6338.0,8.187,0.038,0.69,0.036
Gaia DR2 6411646476481021568,DC:,5083.0,7.27,0.05,0.247,0.022
Gaia DR2 6413682363996803712,DC:,4872.0,7.867,0.057,0.501,0.047
Gaia DR2 641502740602215040,DC,4864.0,7.764,0.028,0.435,0.021
Gaia DR2 6417860125927047936,DC,5655.0,8.094,0.037,0.628,0.034
Gaia DR2 6419070452009934208,DC,4621.0,7.756,0.029,0.44,0.021
Gaia DR2 6420235281499698688,DC,5661.0,8.067,0.052,0.612,0.046
Gaia DR2 6422387644229686272,DC,5390.0,7.43,0.067,0.291,0.034
Gaia DR2 6425131677358501376,DC:,5503.0,8.537,0.047,0.936,0.039
Gaia DR2 6426355914836548608,DC:,4771.0,7.896,0.04,0.517,0.033
Gaia DR2 6427457217468275584,DC,9640.0,8.026,0.01,0.596,0.008
Gaia DR2 6427998275971552640,DC:,5512.0,8.036,0.042,0.592,0.037
Gaia DR2 6428178458439893120,DC:,4798.0,7.759,0.024,0.442,0.018
Gaia DR2 6428770481026984832,DC,9544.0,8.145,0.026,0.669,0.023
Gaia DR2 6431530976766770560,DC,4721.0,8.016,0.052,0.588,0.032
Gaia DR2 6431642160586116096,DC:,4713.0,7.836,0.059,0.483,0.047
Gaia DR2 6443169719663515392,DC,7991.0,7.916,0.022,0.527,0.018
Gaia DR2 6444384022880678400,DC:,5121.0,8.037,0.023,0.603,0.021
Gaia DR2 6445279270160857984,DC,7456.0,8.052,0.024,0.607,0.021
Gaia DR2 6448218367819054208,DC:,5235.0,8.379,0.049,0.829,0.044
Gaia DR2 6452391628627121280,DC:,5491.0,8.053,0.029,0.617,0.025
Gaia DR2 6453986715058741120,DC,7529.0,8.076,0.033,0.622,0.029
Gaia DR2 6455772798681681792,DC,8256.0,8.138,0.031,0.662,0.028
Gaia DR2 6456777000691104000,DC,5603.0,7.982,0.047,0.559,0.041
Gaia DR2 64672350529217792,DC,10621.0,8.304,,0.793,
Gaia DR2 6472279938547975680,DC:,7386.0,8.277,0.038,0.752,0.035
Gaia DR2 6472811964737638144,DC:,6581.0,8.069,0.063,0.616,0.055
Gaia DR2 6473832414606222848,DC,6670.0,8.085,0.071,0.626,0.064
Gaia DR2 6479761187461770368,DC:,7188.0,8.055,0.029,0.608,0.025
Gaia DR2 6482535873779112704,DC,4924.0,7.99,0.037,0.573,0.032
Gaia DR2 6483915863946163072,DC:,5138.0,8.064,0.049,0.62,0.044
Gaia DR2 6484501869283835264,DC,5742.0,8.069,0.051,0.629,0.045
Gaia DR2 6485572518732377856,DC,5683.0,7.905,0.03,0.514,0.017
Gaia DR2 6485951270422215040,DC,4985.0,7.927,0.037,0.536,0.031
Gaia DR2 6491188789766951680,DC:,4952.0,7.413,0.024,0.292,0.012
Gaia DR2 6492009884433939968,DC,7506.0,8.289,0.012,0.76,0.011
Gaia DR2 6496838389747390208,DC,7611.0,8.082,0.025,0.626,0.022
Gaia DR2 6498016585175866240,DC:,5115.0,7.592,0.05,0.366,0.032
Gaia DR2 6499925199923077504,DC:,4770.0,7.784,0.039,0.455,0.03
Gaia DR2 6500795536392823168,DC:,5146.0,7.903,0.018,0.524,0.015
Gaia DR2 6503784558750861952,DC:,5145.0,7.922,0.021,0.535,0.017
Gaia DR2 650400263572196480,DC,5579.0,7.912,0.037,0.518,0.03
Gaia DR2 650432664805355392,DC,5276.0,7.734,0.02,0.422,0.014
Gaia DR2 6505318682415051520,DC,4687.0,7.842,0.051,0.486,0.023
Gaia DR2 6509409037468109056,DC,6469.0,8.159,0.046,0.673,0.042
Gaia DR2 6517720765554552960,DC,9992.0,8.344,0.025,0.8,0.022
Gaia DR2 6521129595201774720,DC,5060.0,7.083,0.02,0.193,0.008
Gaia DR2 6521357503344167808,DC:,5242.0,7.39,0.018,0.289,0.009
Gaia DR2 6521660556236440960,DC,6246.0,8.417,0.024,0.844,0.016
Gaia DR2 6521875098442800512,DC,4469.0,7.806,0.03,0.465,0.011
Gaia DR2 6523291441217937664,DC:,5157.0,7.91,0.057,0.528,0.047
Gaia DR2 6529121051866203520,DC:,7247.0,8.009,0.042,0.58,0.037
Gaia DR2 6531593509921333120,DC:,9863.0,8.098,0.025,0.64,0.022
Gaia DR2 6534251231387605888,DC:,6354.0,7.973,0.062,0.556,0.053
Gaia DR2 6536866660312339072,DC,9519.0,8.017,0.024,0.589,0.021
Gaia DR2 6537060895913622272,DC,7676.0,8.066,0.036,0.616,0.031
Gaia DR2 6540192751706455808,DC:,4813.0,8.012,0.062,0.586,0.055
Gaia DR2 6545605239427317632,DC,6919.0,8.254,0.021,0.736,0.019
Gaia DR2 6545617505854472192,DC,10081.0,7.884,0.025,0.515,0.014
Gaia DR2 6549949405574674176,DC,9669.0,7.935,0.026,0.542,0.021
Gaia DR2 6554977369168846720,DC,4709.0,7.898,0.073,0.517,0.042
Gaia DR2 6556859565571316224,DC:,4539.0,7.912,0.043,0.525,0.036
Gaia DR2 6558202683449585408,DC,8948.0,8.052,0.018,0.61,0.015
Gaia DR2 6558267485915935104,DC,6473.0,7.994,0.043,0.569,0.038
Gaia DR2 65606312642395648,DC,8201.0,8.492,,0.912,
Gaia DR2 6565782132496068352,DC,4544.0,7.862,0.032,0.496,0.026
Gaia DR2 6571423073823222272,DC,10017.0,8.152,0.029,0.674,0.026
Gaia DR2 6573232388926394880,DC:,5124.0,7.912,0.029,0.529,0.023
Gaia DR2 6577824327440492032,DC,7352.0,8.007,0.027,0.579,0.023
Gaia DR2 6578917727331681536,DC,5483.0,7.522,0.028,0.363,0.011
Gaia DR2 6580458035746362496,DC:,4521.0,7.819,0.046,0.473,0.036
Gaia DR2 6585792870460638336,DC,6856.0,8.312,0.025,0.775,0.017
Gaia DR2 6587197938945728512,DC,6865.0,8.202,0.037,0.702,0.034
Gaia DR2 6589778840627776000,DC:,4481.0,7.911,0.039,0.524,0.033
Gaia DR2 6590315574102952960,DC,8262.0,8.036,0.025,0.599,0.021
Gaia DR2 6592165326321289984,DC:,5001.0,8.041,0.024,0.605,0.021
Gaia DR2 6597785480007141248,DC,6942.0,8.259,0.052,0.739,0.048
Gaia DR2 6598502258508898816,DC,10280.0,8.613,0.041,0.976,0.033
Gaia DR2 6599733642813014784,DC,4933.0,7.923,0.032,0.534,0.026
Gaia DR2 6602160368054608512,DC:,4832.0,7.814,,0.471,
Gaia DR2 6605565555568574336,DC:,6661.0,8.282,,0.77,
Gaia DR2 6608429955154149120,DC,8541.0,8.398,,0.85,
Gaia DR2 6616668496996791040,DC,4724.0,8.057,0.058,0.614,0.053
Gaia DR2 6623212407953579392,DC,5036.0,8.029,,0.598,
Gaia DR2 6624889064401276032,DC,8170.0,7.773,0.024,0.451,0.018
Gaia DR2 6626118833797222784,DC:,6296.0,8.081,0.039,0.623,0.034
Gaia DR2 6626742115156786176,DC,6843.0,8.083,0.052,0.625,0.046
Gaia DR2 6629592736490593408,DC:,6992.0,8.243,0.035,0.729,0.032
Gaia DR2 6630432492796254592,DC:,8661.0,8.227,0.017,0.721,0.015
Gaia DR2 6634434818199357056,DC:,6732.0,8.078,0.022,0.622,0.019
Gaia DR2 6638029083052237696,DC:,5203.0,7.986,0.047,0.573,0.041
Gaia DR2 6645059910158550144,DC:,5048.0,7.949,0.039,0.55,0.033
Gaia DR2 6645357023108224256,DC,5103.0,8.024,0.031,0.595,0.027
Gaia DR2 6646822083697673088,DC,6411.0,8.087,0.031,0.626,0.029
Gaia DR2 6648332503437022464,DC:,4904.0,8.067,0.045,0.621,0.04
Gaia DR2 6652412314346572160,DC,6711.0,8.224,0.036,0.716,0.033
Gaia DR2 6660254095701070208,DC:,7183.0,8.288,0.05,0.759,0.046
Gaia DR2 666111739274159360,DC,6345.0,8.13,0.021,0.654,0.019
Gaia DR2 6664729284121316864,DC,5363.0,8.508,0.071,0.904,0.047
Gaia DR2 6665692559383431936,DC:,6454.0,8.179,0.046,0.686,0.042
Gaia DR2 6666154968447897472,DC,4884.0,7.804,0.04,0.467,0.03
Gaia DR2 6666783962114636288,DC,4637.0,7.926,0.062,0.533,0.037
Gaia DR2 6669727526540586624,DC,6145.0,7.305,0.022,0.254,0.01
Gaia DR2 6671045050707117568,DC,4324.0,7.807,0.076,0.465,0.035
Gaia DR2 6677290135019766656,DC,7513.0,8.103,0.022,0.639,0.019
Gaia DR2 6677443276373008256,DC:,4946.0,8.001,0.02,0.58,0.018
Gaia DR2 6679105566157898880,DC,4879.0,8.39,0.026,0.836,0.018
Gaia DR2 6680307920776843648,DC,8233.0,7.921,0.037,0.531,0.03
Gaia DR2 6683255917607897984,DC:,4718.0,7.961,0.042,0.555,0.035
Gaia DR2 6685601549573512448,DC:,7638.0,7.881,0.043,0.507,0.034
Gaia DR2 6692799021406377216,DC,8222.0,8.221,0.04,0.716,0.037
Gaia DR2 6693843385655313280,DC,9327.0,8.271,0.037,0.751,0.034
Gaia DR2 670052212851887488,DC,7239.0,8.261,,0.757,
Gaia DR2 6701834876683074432,DC,6386.0,8.032,0.022,0.592,0.019
Gaia DR2 6703684083442324480,DC:,6463.0,8.28,0.072,0.753,0.066
Gaia DR2 6705845452725619072,DC,4856.0,7.916,0.039,0.529,0.022
Gaia DR2 670842761712806912,DC,7559.0,8.258,0.024,0.74,0.022
Gaia DR2 6714547606217935488,DC:,7466.0,8.305,0.061,0.771,0.055
Gaia DR2 6716612175523393024,DC,6841.0,8.263,0.07,0.742,0.064
Gaia DR2 6718079679950008704,DC,4083.0,7.683,0.083,0.418,0.036
Gaia DR2 671982852192247040,DC:,5484.0,7.951,0.08,0.541,0.069
Gaia DR2 6721041562435541120,DC,7387.0,8.093,0.023,0.632,0.02
Gaia DR2 6724711796652383104,DC:,7422.0,8.023,0.035,0.589,0.031
Gaia DR2 673167507250782976,DC,8644.0,7.995,0.014,0.574,0.012
Gaia DR2 6744823139928811008,DC,5951.0,8.01,0.062,0.578,0.053
Gaia DR2 6746887022034698752,DC:,,,,,
Gaia DR2 6754400745200089728,DC:,7219.0,8.248,,0.749,
Gaia DR2 675615677264385536,DC,4030.0,7.812,0.017,0.467,0.012
Gaia DR2 6757004315721702912,DC,4729.0,8.025,0.05,0.594,0.044
Gaia DR2 6761847050275609088,DC:,5015.0,7.799,,0.465,
Gaia DR2 6767913670087097344,DC:,5561.0,8.015,0.044,0.594,0.039
Gaia DR2 6772993688687389568,DC,8746.0,8.591,,0.976,
Gaia DR2 6776236530729179136,DC,9590.0,7.829,0.018,0.484,0.009
Gaia DR2 6776475051736452352,DC:,5119.0,8.192,0.033,0.703,0.031
Gaia DR2 6777115963935783296,DC,7284.0,8.216,0.028,0.711,0.026
Gaia DR2 6779720981860570880,DC,6634.0,8.345,0.072,0.797,0.065
Gaia DR2 6781836029919039616,DC,8014.0,7.985,0.035,0.568,0.029
Gaia DR2 6782329573197560192,DC:,5757.0,8.455,,0.882,
Gaia DR2 6784963796898257152,DC:,5972.0,7.923,0.027,0.526,0.023
Gaia DR2 6785012484648024320,DC,6581.0,7.895,0.062,0.512,0.051
Gaia DR2 6789594768076794496,DC,8092.0,8.481,,0.904,
Gaia DR2 6795498630121106688,DC,4857.0,7.997,,0.577,
Gaia DR2 6797171060323993728,DC,9934.0,8.045,0.024,0.607,0.014
Gaia DR2 6798046370361706624,DC,7522.0,8.362,,0.825,
Gaia DR2 6799271058813651968,DC,8590.0,7.988,,0.589,
Gaia DR2 6804004142837069952,DC:,4739.0,7.874,,0.504,
Gaia DR2 680445071635892608,DC,5727.0,7.912,0.082,0.519,0.069
Gaia DR2 6805792571514600960,DCP,4908.0,7.853,0.02,0.493,0.011
Gaia DR2 6806502095815204864,DC,6482.0,8.283,,0.77,
Gaia DR2 6809702159983236992,DC,4600.0,8.584,0.095,0.954,0.061
Gaia DR2 6810410790932889088,DC,4981.0,7.343,0.03,0.268,0.014
Gaia DR2 6812236804868595584,DC:,8359.0,7.863,,0.518,
Gaia DR2 6812482099040659328,DC,,,,,
Gaia DR2 6814442459553310592,DC,7191.0,8.228,0.028,0.719,0.026
Gaia DR2 6817081734136889216,DC:,6499.0,8.118,0.049,0.646,0.045
Gaia DR2 682155327614998272,DC:,4845.0,7.973,,0.563,
Gaia DR2 6831371124689940864,DC,10419.0,8.164,,0.702,
Gaia DR2 6834430034758043904,DC,6742.0,8.225,,0.733,
Gaia DR2 6836377922686165632,DC:,6059.0,8.053,0.071,0.604,0.064
Gaia DR2 683959213878018432,DC,5093.0,7.836,0.05,0.474,0.039
Gaia DR2 684258010458273152,DC,5966.0,8.159,0.031,0.672,0.028
Gaia DR2 6845706900891884928,DC,7343.0,8.442,,0.877,
Gaia DR2 6845928693001868800,DC:,7379.0,7.496,0.059,0.325,0.034
Gaia DR2 6846795314323118464,DC,4444.0,8.36,0.047,0.565,0.025
Gaia DR2 6849900403879195776,DC:,5061.0,7.993,,0.576,
Gaia DR2 6853523539508720000,DC,5514.0,8.124,0.039,0.648,0.025
Gaia DR2 6854699604635026944,DC:,4564.0,7.804,,0.465,
Gaia DR2 6856568052847743744,DC,6753.0,7.833,,0.496,
Gaia DR2 6856761871832433152,DC:,5679.0,8.544,,0.94,
Gaia DR2 6861578626115633280,DC:,5051.0,7.91,,0.527,
Gaia DR2 6861930164895495424,DC:,4630.0,7.883,,0.509,
